epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,15938,0.29706,0.64076,0.23685,0.8663,0.96171,0.92192,0.94439,0.87888,0.95846,0.91469,0.93164,0.83638,0.38788,1.20178,0.24917,0.89162,0.008119,0.008119,0.008119
97,16106.9,0.29502,0.64611,0.23709,0.86507,0.95737,0.92259,0.94258,0.87741,0.95346,0.91755,0.93151,0.8345,0.38846,1.19229,0.25392,0.89136,0.0080992,0.0080992,0.0080992
98,16276,0.3011,0.66013,0.24129,0.86453,0.95452,0.92721,0.94251,0.87976,0.95042,0.92321,0.93318,0.83661,0.38607,1.19774,0.25256,0.88922,0.0080794,0.0080794,0.0080794
99,16445.1,0.29829,0.6429,0.24198,0.866,0.95854,0.92552,0.94345,0.88187,0.95426,0.92085,0.93284,0.83812,0.38134,1.2033,0.25038,0.88728,0.0080596,0.0080596,0.0080596
100,16612.7,0.29418,0.64601,0.23336,0.86309,0.95745,0.92876,0.94358,0.88177,0.95553,0.92071,0.93273,0.83833,0.38223,1.22686,0.24752,0.88907,0.0080398,0.0080398,0.0080398
101,16777.6,0.29364,0.64986,0.23509,0.86284,0.95694,0.927,0.94335,0.88182,0.95267,0.9219,0.9319,0.83809,0.38021,1.23179,0.24888,0.88749,0.00802,0.00802,0.00802
102,16943.3,0.2939,0.62904,0.23167,0.86073,0.96338,0.92187,0.94347,0.88041,0.95132,0.9224,0.93164,0.8395,0.38173,1.23053,0.24818,0.88812,0.0080002,0.0080002,0.0080002
103,17111.3,0.29334,0.64555,0.2351,0.86104,0.95913,0.92479,0.94339,0.88159,0.95403,0.92025,0.93186,0.83998,0.38131,1.22897,0.24582,0.88699,0.0079804,0.0079804,0.0079804
104,17281.4,0.29329,0.6523,0.23364,0.86152,0.95936,0.92724,0.94405,0.88234,0.95321,0.92228,0.9325,0.84093,0.38134,1.21135,0.24533,0.88715,0.0079606,0.0079606,0.0079606
105,17446.8,0.28687,0.62507,0.23042,0.8599,0.96551,0.92339,0.94411,0.88345,0.95568,0.92206,0.93388,0.84192,0.3807,1.22014,0.2434,0.88677,0.0079408,0.0079408,0.0079408
106,17611.8,0.29212,0.63951,0.23282,0.86061,0.96479,0.92364,0.94404,0.88405,0.95789,0.91998,0.9342,0.84276,0.37976,1.21703,0.24398,0.88544,0.007921,0.007921,0.007921
107,17776.4,0.29374,0.63564,0.23499,0.86321,0.96249,0.92599,0.94366,0.88503,0.95626,0.92128,0.93349,0.8433,0.3778,1.21445,0.24414,0.88499,0.0079012,0.0079012,0.0079012
108,17942.4,0.29095,0.64111,0.23524,0.86157,0.9597,0.92776,0.94574,0.88508,0.95423,0.92246,0.935,0.84397,0.37763,1.22358,0.24215,0.88546,0.0078814,0.0078814,0.0078814
109,18108.4,0.29563,0.64293,0.23436,0.86369,0.95971,0.92813,0.94562,0.8851,0.95423,0.92283,0.93483,0.84418,0.3768,1.22415,0.2418,0.88582,0.0078616,0.0078616,0.0078616
110,18274.7,0.29141,0.63752,0.23129,0.86269,0.95986,0.92737,0.94604,0.88487,0.95444,0.92185,0.93509,0.84428,0.37619,1.21574,0.24141,0.88651,0.0078418,0.0078418,0.0078418
111,18439.4,0.29059,0.64463,0.23208,0.86375,0.96161,0.92577,0.94581,0.88563,0.96018,0.91904,0.9355,0.84415,0.37573,1.21552,0.24085,0.88772,0.007822,0.007822,0.007822
112,18602.7,0.28793,0.63507,0.23107,0.85952,0.96096,0.92695,0.94512,0.88561,0.95697,0.92182,0.9355,0.8446,0.37551,1.21332,0.24186,0.88728,0.0078022,0.0078022,0.0078022
113,18767.7,0.28695,0.62891,0.22748,0.85903,0.96174,0.92808,0.9446,0.88629,0.95778,0.92238,0.93496,0.84415,0.37572,1.21385,0.24121,0.88717,0.0077824,0.0077824,0.0077824
114,18931.8,0.28667,0.61758,0.22625,0.86016,0.96061,0.92599,0.94366,0.88672,0.95663,0.92119,0.9349,0.84461,0.37471,1.20959,0.24142,0.88605,0.0077626,0.0077626,0.0077626
115,19097.7,0.28573,0.61148,0.22463,0.86124,0.96162,0.92574,0.94486,0.88764,0.95655,0.92043,0.93439,0.84697,0.37453,1.20741,0.24118,0.88692,0.0077428,0.0077428,0.0077428
116,19264.9,0.28921,0.62757,0.22866,0.8621,0.96219,0.92488,0.94468,0.88738,0.9581,0.92052,0.93558,0.84674,0.37485,1.21031,0.23999,0.88734,0.007723,0.007723,0.007723
117,19431.3,0.2867,0.63303,0.23071,0.85929,0.95676,0.92725,0.94461,0.88694,0.95223,0.92167,0.93546,0.84705,0.37492,1.21026,0.24118,0.8869,0.0077032,0.0077032,0.0077032
118,19596.7,0.28789,0.63289,0.22856,0.85902,0.95626,0.92788,0.94422,0.88655,0.95245,0.92312,0.93492,0.84623,0.37498,1.20939,0.24054,0.88649,0.0076834,0.0076834,0.0076834
119,19763.5,0.28524,0.62162,0.22759,0.86048,0.9565,0.9285,0.9432,0.88634,0.95177,0.92306,0.93465,0.84564,0.37395,1.2085,0.24038,0.8861,0.0076636,0.0076636,0.0076636
120,19929.6,0.28483,0.62062,0.22238,0.85931,0.95613,0.92956,0.94236,0.88568,0.9512,0.92409,0.93395,0.84615,0.37256,1.20674,0.24196,0.88441,0.0076438,0.0076438,0.0076438
121,20095,0.28041,0.61075,0.22028,0.85533,0.95695,0.92797,0.94186,0.88644,0.9518,0.92279,0.93381,0.84588,0.37189,1.20181,0.24254,0.88316,0.007624,0.007624,0.007624
122,20260,0.28532,0.64146,0.22351,0.8611,0.95888,0.92758,0.94213,0.88608,0.95389,0.92119,0.93342,0.84574,0.37113,1.20204,0.24321,0.88243,0.0076042,0.0076042,0.0076042
123,20423.4,0.28032,0.62729,0.22335,0.85607,0.95894,0.92723,0.9422,0.88585,0.95277,0.92132,0.93284,0.84675,0.37082,1.20082,0.24261,0.88281,0.0075844,0.0075844,0.0075844
124,20586.5,0.28174,0.60804,0.2213,0.85754,0.95891,0.92682,0.94237,0.88632,0.95468,0.92124,0.93325,0.84702,0.37044,1.19798,0.24104,0.88327,0.0075646,0.0075646,0.0075646
125,20754.9,0.28043,0.60414,0.22255,0.85849,0.95999,0.92677,0.94191,0.88602,0.9541,0.92045,0.93256,0.84815,0.37021,1.20033,0.24118,0.88298,0.0075448,0.0075448,0.0075448
126,20920.2,0.27636,0.61449,0.21726,0.85599,0.95921,0.9278,0.94177,0.88588,0.9534,0.92126,0.93231,0.84777,0.36974,1.19917,0.24081,0.88333,0.007525,0.007525,0.007525
