epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,12366.8,0.32089,0.71098,0.25952,0.85569,0.96004,0.91416,0.94136,0.87415,0.94573,0.91031,0.92774,0.83355,0.40134,1.28359,0.26221,0.85256,0.00802,0.00802,0.00802
102,12484.2,0.31894,0.70006,0.25974,0.85351,0.95709,0.91743,0.94094,0.87545,0.94851,0.90947,0.92788,0.8341,0.4016,1.28564,0.26235,0.85399,0.0080002,0.0080002,0.0080002
103,12603.1,0.3256,0.72212,0.26543,0.85754,0.94828,0.92416,0.94083,0.87515,0.93937,0.9171,0.92708,0.83419,0.40066,1.2899,0.26485,0.85368,0.0079804,0.0079804,0.0079804
104,12721.8,0.31969,0.72949,0.2633,0.85475,0.95224,0.9219,0.93997,0.87292,0.94535,0.91556,0.92728,0.83357,0.40075,1.29354,0.26824,0.85603,0.0079606,0.0079606,0.0079606
105,12840,0.31396,0.69294,0.25712,0.85388,0.9573,0.91732,0.93984,0.87537,0.95065,0.91114,0.92744,0.83253,0.39955,1.29176,0.26804,0.85583,0.0079408,0.0079408,0.0079408
106,12959.9,0.31924,0.71244,0.26133,0.85503,0.96061,0.9162,0.9396,0.87496,0.95293,0.91005,0.92799,0.8324,0.39953,1.29146,0.2701,0.85588,0.007921,0.007921,0.007921
107,13079,0.31953,0.70567,0.25937,0.85604,0.95777,0.91701,0.93952,0.87573,0.9479,0.91223,0.9283,0.83413,0.39826,1.28995,0.26761,0.85568,0.0079012,0.0079012,0.0079012
108,13199.3,0.31912,0.71649,0.25989,0.85402,0.95801,0.91806,0.93879,0.87509,0.94994,0.91205,0.92709,0.83373,0.39854,1.28468,0.2653,0.8568,0.0078814,0.0078814,0.0078814
109,13320.7,0.32088,0.71645,0.25871,0.85622,0.95961,0.91482,0.93983,0.87473,0.95221,0.90888,0.9285,0.83313,0.39861,1.28795,0.26192,0.85671,0.0078616,0.0078616,0.0078616
110,13440.8,0.31957,0.71167,0.25851,0.85521,0.96064,0.91624,0.94094,0.87515,0.95288,0.90998,0.92797,0.83365,0.39586,1.28735,0.26249,0.85428,0.0078418,0.0078418,0.0078418
111,13563.5,0.31889,0.71221,0.25864,0.85679,0.96179,0.91615,0.94075,0.87511,0.95399,0.90973,0.92757,0.83349,0.39535,1.28086,0.2615,0.85416,0.007822,0.007822,0.007822
112,13688.4,0.3145,0.71011,0.25694,0.85338,0.9619,0.91862,0.94124,0.876,0.9553,0.91352,0.92821,0.83437,0.39565,1.27411,0.25974,0.85372,0.0078022,0.0078022,0.0078022
113,13811.6,0.31552,0.70992,0.25814,0.85327,0.96134,0.92098,0.94205,0.87501,0.95441,0.91512,0.92795,0.83534,0.39481,1.26988,0.25985,0.85318,0.0077824,0.0077824,0.0077824
114,13933,0.31501,0.69423,0.25481,0.85517,0.95554,0.92459,0.93959,0.87479,0.95001,0.91911,0.92729,0.83511,0.39539,1.26884,0.26126,0.85365,0.0077626,0.0077626,0.0077626
